run_id,type,params,metrics
81ce40bfd040435285d19ebfcb5d5e61,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '236', 'params.batch_size': '128', 'params.learning rate': '0.0005020377193895816'}","{'metrics.lowest_val_loss': 0.6212621608670778, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.25663620233535767, 'metrics.val_loss_RMSE': 0.7650145906079474, 'metrics.test_By_MAEP': 1.4505385160446167, 'metrics.train_loss_RMSE': 0.6790240211190213, 'metrics.test_Bx_MAEP': 0.9419149160385132, 'metrics.test_RMSE': 0.6139942955909182, 'metrics.test_Bx_MAE': 0.2491200864315033, 'metrics.test_MAE_norm': 0.4879301251692065, 'metrics.test_Bz_MAE': 0.32872095704078674, 'metrics.test_Bz_MAEP': 3.697244167327881, 'metrics.final_val_loss': nan}"
f026cc127a234dc3bc14e8a140d7ae99,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '232', 'params.batch_size': '128', 'params.learning rate': '0.0006026463612176157'}","{'metrics.lowest_val_loss': 0.6570966435911094, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.29377639293670654, 'metrics.val_loss_RMSE': 0.9581987886651554, 'metrics.test_By_MAEP': 1.6465755701065063, 'metrics.train_loss_RMSE': 0.6396211371292642, 'metrics.test_Bx_MAEP': 1.036509394645691, 'metrics.test_RMSE': 0.6529024351179734, 'metrics.test_Bx_MAE': 0.2750566005706787, 'metrics.test_MAE_norm': 0.5445127702500832, 'metrics.test_Bz_MAE': 0.36411190032958984, 'metrics.test_Bz_MAEP': 4.005561828613281, 'metrics.final_val_loss': nan}"
4e5069d0a4ea4e2195c460c55e1bbfd4,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '242', 'params.batch_size': '128', 'params.learning rate': '0.0005196927738159422'}","{'metrics.lowest_val_loss': 0.6491720101829962, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.2713167369365692, 'metrics.val_loss_RMSE': 0.6880022839785414, 'metrics.test_By_MAEP': 1.5558083057403564, 'metrics.train_loss_RMSE': 0.7029889228671748, 'metrics.test_Bx_MAEP': 1.014935851097107, 'metrics.test_RMSE': 0.6442260337545065, 'metrics.test_Bx_MAE': 0.2692086100578308, 'metrics.test_MAE_norm': 0.522912853499919, 'metrics.test_Bz_MAE': 0.3536384403705597, 'metrics.test_Bz_MAEP': 4.141565322875977, 'metrics.final_val_loss': nan}"
c435588370dd4d7ba6b20492ebf05a57,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '245', 'params.batch_size': '128', 'params.learning rate': '0.0005165877072142611'}","{'metrics.lowest_val_loss': 0.5945191351944836, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.25419899821281433, 'metrics.val_loss_RMSE': 0.7709422826151129, 'metrics.test_By_MAEP': 1.4639465808868408, 'metrics.train_loss_RMSE': 0.6870463414443547, 'metrics.test_Bx_MAEP': 0.9765122532844543, 'metrics.test_RMSE': 0.5997606425869615, 'metrics.test_Bx_MAE': 0.2616150379180908, 'metrics.test_MAE_norm': 0.4889179947273583, 'metrics.test_Bz_MAE': 0.322732537984848, 'metrics.test_Bz_MAEP': 3.525726318359375, 'metrics.final_val_loss': nan}"
6fc19d57eae443d5b54012fed3ac6c98,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '143', 'params.batch_size': '128', 'params.learning rate': '0.0004567730879383634'}","{'metrics.lowest_val_loss': 0.767782792216013, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.3442007899284363, 'metrics.val_loss_RMSE': 0.7688819676356763, 'metrics.test_By_MAEP': 1.918511986732483, 'metrics.train_loss_RMSE': 0.7107900862268918, 'metrics.test_Bx_MAEP': 1.236495852470398, 'metrics.test_RMSE': 0.7706833432081308, 'metrics.test_Bx_MAE': 0.3290216326713562, 'metrics.test_MAE_norm': 0.6376306135118293, 'metrics.test_Bz_MAE': 0.41974058747291565, 'metrics.test_Bz_MAEP': 4.632852077484131, 'metrics.final_val_loss': nan}"
87136db120b94b46913660bafc47f218,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '250', 'params.batch_size': '128', 'params.learning rate': '5.9916698120022444e-05'}","{'metrics.lowest_val_loss': 1.2644122685206851, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.49520960450172424, 'metrics.val_loss_RMSE': 1.3325843258812429, 'metrics.test_By_MAEP': 2.7741291522979736, 'metrics.train_loss_RMSE': 1.0805797510373405, 'metrics.test_Bx_MAEP': 1.8885853290557861, 'metrics.test_RMSE': 1.2493230917046594, 'metrics.test_Bx_MAE': 0.48938271403312683, 'metrics.test_MAE_norm': 0.9493286529796545, 'metrics.test_Bz_MAE': 0.6389632821083069, 'metrics.test_Bz_MAEP': 7.387092113494873, 'metrics.final_val_loss': nan}"
e5568f8db84941e5ac7ae4445c4b2cb1,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '236', 'params.batch_size': '128', 'params.learning rate': '0.0004135208409137764'}","{'metrics.lowest_val_loss': 0.6444400914897427, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.2582564055919647, 'metrics.val_loss_RMSE': 0.7958693100854273, 'metrics.test_By_MAEP': 1.4245939254760742, 'metrics.train_loss_RMSE': 0.48048070804213355, 'metrics.test_Bx_MAEP': 1.042568564414978, 'metrics.test_RMSE': 0.6503859761139903, 'metrics.test_Bx_MAE': 0.2783706486225128, 'metrics.test_MAE_norm': 0.5313570748961143, 'metrics.test_Bz_MAE': 0.3687439560890198, 'metrics.test_Bz_MAEP': 4.084219455718994, 'metrics.final_val_loss': nan}"
a4cbb50398e34570b833c4bdc532ea8b,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '246', 'params.batch_size': '128', 'params.learning rate': '0.00044577986785857265'}","{'metrics.lowest_val_loss': 0.6522892492642446, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.2782159447669983, 'metrics.val_loss_RMSE': 0.7142111728510144, 'metrics.test_By_MAEP': 1.558789610862732, 'metrics.train_loss_RMSE': 0.5648479231209615, 'metrics.test_Bx_MAEP': 1.0604559183120728, 'metrics.test_RMSE': 0.6683888304161688, 'metrics.test_Bx_MAE': 0.27777451276779175, 'metrics.test_MAE_norm': 0.5339680633476477, 'metrics.test_Bz_MAE': 0.3578491508960724, 'metrics.test_Bz_MAEP': 4.135847091674805, 'metrics.final_val_loss': nan}"
c25e28d317ac47b8a224e40a32da6430,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '246', 'params.batch_size': '128', 'params.learning rate': '0.0004403914181795682'}","{'metrics.lowest_val_loss': 0.5893167833335142, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.24582310020923615, 'metrics.val_loss_RMSE': 0.5893167833335142, 'metrics.test_By_MAEP': 1.3142664432525635, 'metrics.train_loss_RMSE': 0.6652118018953936, 'metrics.test_Bx_MAEP': 0.9772729277610779, 'metrics.test_RMSE': 0.5995620126608194, 'metrics.test_Bx_MAE': 0.25296756625175476, 'metrics.test_MAE_norm': 0.48040888369368595, 'metrics.test_Bz_MAE': 0.32331106066703796, 'metrics.test_Bz_MAEP': 3.499542474746704, 'metrics.final_val_loss': nan}"
720a86f0b6c74c60acc1a0ea1f1fac79,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '240', 'params.batch_size': '128', 'params.learning rate': '0.00034449130205655684'}","{'metrics.lowest_val_loss': 0.6495773278728367, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.2717267572879791, 'metrics.val_loss_RMSE': 0.8990573080396163, 'metrics.test_By_MAEP': 1.5512043237686157, 'metrics.train_loss_RMSE': 0.5732553069336794, 'metrics.test_Bx_MAEP': 0.9589085578918457, 'metrics.test_RMSE': 0.6274030083960968, 'metrics.test_Bx_MAE': 0.2519392669200897, 'metrics.test_MAE_norm': 0.4991897581296674, 'metrics.test_Bz_MAE': 0.33153587579727173, 'metrics.test_Bz_MAEP': 3.752747058868408, 'metrics.final_val_loss': nan}"
d891f6050ec04e16b3ff152b5a32c506,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '243', 'params.batch_size': '64', 'params.learning rate': '0.0003062516924829124'}","{'metrics.lowest_val_loss': 0.63778443403325, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.26212120056152344, 'metrics.val_loss_RMSE': 0.6949015141050199, 'metrics.test_By_MAEP': 1.8920174837112427, 'metrics.train_loss_RMSE': 0.6137483945533844, 'metrics.test_Bx_MAEP': 0.9707835912704468, 'metrics.test_RMSE': 0.6442112818298651, 'metrics.test_Bx_MAE': 0.27071139216423035, 'metrics.test_MAE_norm': 0.5266099813879962, 'metrics.test_Bz_MAE': 0.36167025566101074, 'metrics.test_Bz_MAEP': 4.482343673706055, 'metrics.final_val_loss': nan}"
4a521527c99d42b5945ac597ccf66e99,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '242', 'params.batch_size': '128', 'params.learning rate': '0.0003581967744172281'}","{'metrics.lowest_val_loss': 0.6259737331009344, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.26843783259391785, 'metrics.val_loss_RMSE': 0.7568162030983728, 'metrics.test_By_MAEP': 1.506158709526062, 'metrics.train_loss_RMSE': 0.5961267326891481, 'metrics.test_Bx_MAEP': 0.9351709485054016, 'metrics.test_RMSE': 0.6356738487119039, 'metrics.test_Bx_MAE': 0.2516992688179016, 'metrics.test_MAE_norm': 0.49885977155854255, 'metrics.test_Bz_MAE': 0.33365458250045776, 'metrics.test_Bz_MAEP': 3.5775468349456787, 'metrics.final_val_loss': nan}"
2d1a165277f94b0bb36667e8826413f6,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '250', 'params.batch_size': '128', 'params.learning rate': '0.000488963674191386'}","{'metrics.lowest_val_loss': 0.6463675735854848, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.27909666299819946, 'metrics.val_loss_RMSE': 0.6852072784715798, 'metrics.test_By_MAEP': 1.5239957571029663, 'metrics.train_loss_RMSE': 0.6040553627014752, 'metrics.test_Bx_MAEP': 0.9884871244430542, 'metrics.test_RMSE': 0.6492418534245082, 'metrics.test_Bx_MAE': 0.26131197810173035, 'metrics.test_MAE_norm': 0.5163609888850217, 'metrics.test_Bz_MAE': 0.34422099590301514, 'metrics.test_Bz_MAEP': 4.105259418487549, 'metrics.final_val_loss': nan}"
afad90d50a1541b585066643d9759a1b,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '236', 'params.batch_size': '128', 'params.learning rate': '0.00040541112673877854'}","{'metrics.lowest_val_loss': 0.6607735561883458, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.27948835492134094, 'metrics.val_loss_RMSE': 0.6709083521448873, 'metrics.test_By_MAEP': 1.627497911453247, 'metrics.train_loss_RMSE': 0.6491740857766806, 'metrics.test_Bx_MAEP': 1.0537678003311157, 'metrics.test_RMSE': 0.6745144492857617, 'metrics.test_Bx_MAE': 0.2760021388530731, 'metrics.test_MAE_norm': 0.5372616842602999, 'metrics.test_Bz_MAE': 0.3635348677635193, 'metrics.test_Bz_MAEP': 4.307835578918457, 'metrics.final_val_loss': nan}"
4a404978a6dc45ca971dd0a22060ed69,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '247', 'params.batch_size': '128', 'params.learning rate': '0.0005501762000472647'}","{'metrics.lowest_val_loss': 0.6604855584868439, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.27224814891815186, 'metrics.val_loss_RMSE': 0.7293514984209375, 'metrics.test_By_MAEP': 1.5065557956695557, 'metrics.train_loss_RMSE': 0.5338660288409782, 'metrics.test_Bx_MAEP': 1.1023930311203003, 'metrics.test_RMSE': 0.6534875437225377, 'metrics.test_Bx_MAE': 0.29031556844711304, 'metrics.test_MAE_norm': 0.5475014024659207, 'metrics.test_Bz_MAE': 0.37294355034828186, 'metrics.test_Bz_MAEP': 4.043435096740723, 'metrics.final_val_loss': nan}"
0299a437eeb84f06a9e1775e7b423dca,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '239', 'params.batch_size': '128', 'params.learning rate': '0.00037980449514187224'}","{'metrics.lowest_val_loss': 0.6390514795160577, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.2692921757698059, 'metrics.val_loss_RMSE': 0.643621043976141, 'metrics.test_By_MAEP': 1.5034784078598022, 'metrics.train_loss_RMSE': 0.6714828501017769, 'metrics.test_Bx_MAEP': 0.9883037209510803, 'metrics.test_RMSE': 0.6343934138740086, 'metrics.test_Bx_MAE': 0.26672375202178955, 'metrics.test_MAE_norm': 0.5074161418031847, 'metrics.test_Bz_MAE': 0.33407294750213623, 'metrics.test_Bz_MAEP': 3.75797963142395, 'metrics.final_val_loss': nan}"
e19e01945cc645eb95218e4ee9ff3385,nested,"{'params.activation': 'tanh', 'params.n_layers': '6', 'params.hidden_units': '245', 'params.batch_size': '128', 'params.learning rate': '0.0004464700467837843'}","{'metrics.lowest_val_loss': 0.9138744895776971, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.38937339186668396, 'metrics.val_loss_RMSE': 1.0591123142150745, 'metrics.test_By_MAEP': 2.1037304401397705, 'metrics.train_loss_RMSE': 0.7471531907063944, 'metrics.test_Bx_MAEP': 1.496681809425354, 'metrics.test_RMSE': 0.9142333907465189, 'metrics.test_Bx_MAE': 0.38774996995925903, 'metrics.test_MAE_norm': 0.7358269021271518, 'metrics.test_Bz_MAE': 0.4843139350414276, 'metrics.test_Bz_MAEP': 5.8046417236328125, 'metrics.final_val_loss': nan}"
dcc5acde867245cdb536d890cad0403c,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '241', 'params.batch_size': '128', 'params.learning rate': '0.0004979346340684414'}","{'metrics.lowest_val_loss': 0.6588843966461064, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.3091503977775574, 'metrics.val_loss_RMSE': 0.816503133055664, 'metrics.test_By_MAEP': 1.660529613494873, 'metrics.train_loss_RMSE': 0.6324042110422727, 'metrics.test_Bx_MAEP': 1.0167995691299438, 'metrics.test_RMSE': 0.6581517765316991, 'metrics.test_Bx_MAE': 0.2775534987449646, 'metrics.test_MAE_norm': 0.5556367041106429, 'metrics.test_Bz_MAE': 0.3656003773212433, 'metrics.test_Bz_MAEP': 4.059220314025879, 'metrics.final_val_loss': nan}"
aa894efea9884d19ace31b38c5ce3ad6,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '250', 'params.batch_size': '128', 'params.learning rate': '0.00041500541313566205'}","{'metrics.lowest_val_loss': 0.6214174354592208, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.26068294048309326, 'metrics.val_loss_RMSE': 0.7503853104939895, 'metrics.test_By_MAEP': 1.5264852046966553, 'metrics.train_loss_RMSE': 0.5601838517379765, 'metrics.test_Bx_MAEP': 0.9268801212310791, 'metrics.test_RMSE': 0.6206861078129974, 'metrics.test_Bx_MAE': 0.24968747794628143, 'metrics.test_MAE_norm': 0.49800823493437335, 'metrics.test_Bz_MAE': 0.3400919437408447, 'metrics.test_Bz_MAEP': 3.9794106483459473, 'metrics.final_val_loss': nan}"
9c1e373651cf4181b09e127cfbf73df9,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '246', 'params.batch_size': '128', 'params.learning rate': '0.0004531833430362011'}","{'metrics.lowest_val_loss': 0.6379780547294318, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.26698485016822815, 'metrics.val_loss_RMSE': 1.0310212564756644, 'metrics.test_By_MAEP': 1.5647532939910889, 'metrics.train_loss_RMSE': 0.6220780265841848, 'metrics.test_Bx_MAEP': 0.9867969751358032, 'metrics.test_RMSE': 0.6370910374197922, 'metrics.test_Bx_MAE': 0.2647930383682251, 'metrics.test_MAE_norm': 0.5041467135317588, 'metrics.test_Bz_MAE': 0.3322056233882904, 'metrics.test_Bz_MAEP': 3.5080173015594482, 'metrics.final_val_loss': nan}"
a097ee8a06ad4716ae99cb1eef2e3ad9,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '232', 'params.batch_size': '128', 'params.learning rate': '0.0004131168941132945'}","{'metrics.lowest_val_loss': 0.6386397344820007, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.2616649568080902, 'metrics.val_loss_RMSE': 0.8516394327284974, 'metrics.test_By_MAEP': 1.431143045425415, 'metrics.train_loss_RMSE': 0.5337617582707045, 'metrics.test_Bx_MAEP': 1.017768383026123, 'metrics.test_RMSE': 0.64198048182667, 'metrics.test_Bx_MAE': 0.2699693739414215, 'metrics.test_MAE_norm': 0.5062988544480082, 'metrics.test_Bz_MAE': 0.3360574543476105, 'metrics.test_Bz_MAEP': 3.6582436561584473, 'metrics.final_val_loss': nan}"
c44dd505934944a2b9aa38e70857f6d4,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '241', 'params.batch_size': '128', 'params.learning rate': '0.0003474706578192224'}","{'metrics.lowest_val_loss': 0.6183006256370949, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.25959503650665283, 'metrics.val_loss_RMSE': 0.6183006256370949, 'metrics.test_By_MAEP': 1.4156972169876099, 'metrics.train_loss_RMSE': 0.571538999389673, 'metrics.test_Bx_MAEP': 0.9498928785324097, 'metrics.test_RMSE': 0.624276818907383, 'metrics.test_Bx_MAE': 0.25827735662460327, 'metrics.test_MAE_norm': 0.4893123508925643, 'metrics.test_Bz_MAE': 0.32144901156425476, 'metrics.test_Bz_MAEP': 3.5840625762939453, 'metrics.final_val_loss': nan}"
217280257e914de29781424870dd3495,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '229', 'params.batch_size': '128', 'params.learning rate': '0.0004678833328248777'}","{'metrics.lowest_val_loss': 0.6379282367024623, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.278685599565506, 'metrics.val_loss_RMSE': 0.8525848375889199, 'metrics.test_By_MAEP': 1.576159119606018, 'metrics.train_loss_RMSE': 0.6737802068927893, 'metrics.test_Bx_MAEP': 1.0364340543746948, 'metrics.test_RMSE': 0.6356901692961232, 'metrics.test_Bx_MAE': 0.275212824344635, 'metrics.test_MAE_norm': 0.5211251131370307, 'metrics.test_Bz_MAE': 0.34047627449035645, 'metrics.test_Bz_MAEP': 3.7554829120635986, 'metrics.final_val_loss': nan}"
4e9d4beeaff54c02b41d332829b33886,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '237', 'params.batch_size': '128', 'params.learning rate': '0.0005293864674608159'}","{'metrics.lowest_val_loss': 0.6305407064071706, 'metrics.test_MAPE_norm': inf, 'metrics.test_By_MAE': 0.27265939116477966, 'metrics.val_loss_RMSE': 0.7401673407001166, 'metrics.test_By_MAEP': 1.5305296182632446, 'metrics.train_loss_RMSE': 0.5368081168002327, 'metrics.test_Bx_MAEP': 1.0224580764770508, 'metrics.test_RMSE': 0.6322299603514334, 'metrics.test_Bx_MAE': 0.26745542883872986, 'metrics.test_MAE_norm': 0.5074108178820906, 'metrics.test_Bz_MAE': 0.3309333622455597, 'metrics.test_Bz_MAEP': 3.805101156234741, 'metrics.final_val_loss': nan}"
