run_id,type,params,metrics
0f423b22002b46c39fc49c43293f121f,nested,"{'params.activation': 'ReLU', 'params.n_layers': '6', 'params.hidden_units': '340', 'params.batch_size': '192', 'params.learning rate': '0.0005549989647969508'}","{'metrics.lowest_val_loss': 0.5815090932907283, 'metrics.test_MAPE_norm': 0.08681652609178488, 'metrics.test_By_MAE': 0.24850861728191376, 'metrics.val_loss_RMSE': 0.7268006361381711, 'metrics.test_By_MAEP': 0.09446458518505096, 'metrics.train_loss_RMSE': 0.45135878628983583, 'metrics.test_Bx_MAEP': 0.09445983916521072, 'metrics.test_RMSE': 0.5874468878571912, 'metrics.test_Bx_MAE': 0.23741060495376587, 'metrics.test_MAE_norm': 0.4632684575568, 'metrics.test_Bz_MAE': 0.3086325228214264, 'metrics.test_Bz_MAEP': 0.0801311805844307, 'metrics.final_val_loss': nan}"
b24dbe3bb41f44da9d825f0a6b69f2cc,nested,"{'params.activation': 'leaky_ReLU', 'params.n_layers': '6', 'params.hidden_units': '366', 'params.batch_size': '192', 'params.learning rate': '0.00046330315061401744'}","{'metrics.lowest_val_loss': 0.5347673949436813, 'metrics.test_MAPE_norm': 0.07685439776388003, 'metrics.test_By_MAE': 0.22241279482841492, 'metrics.val_loss_RMSE': 0.5688111136230173, 'metrics.test_By_MAEP': 0.08451630920171738, 'metrics.train_loss_RMSE': 0.48856710530488767, 'metrics.test_Bx_MAEP': 0.08436409384012222, 'metrics.test_RMSE': 0.5419868711769218, 'metrics.test_Bx_MAE': 0.21215054392814636, 'metrics.test_MAE_norm': 0.4096950485551958, 'metrics.test_Bz_MAE': 0.2689916491508484, 'metrics.test_Bz_MAEP': 0.06994112581014633, 'metrics.final_val_loss': nan}"
96613898b24f45deba9ac38769ed81e8,nested,"{'params.activation': 'leaky_ReLU', 'params.n_layers': '6', 'params.hidden_units': '403', 'params.batch_size': '192', 'params.learning rate': '0.0008052206016768455'}","{'metrics.lowest_val_loss': 0.5996677637932285, 'metrics.test_MAPE_norm': 0.08678548890266487, 'metrics.test_By_MAE': 0.24987618625164032, 'metrics.val_loss_RMSE': 0.6117553414202908, 'metrics.test_By_MAEP': 0.09478726238012314, 'metrics.train_loss_RMSE': 0.5044356425806775, 'metrics.test_Bx_MAEP': 0.09545175731182098, 'metrics.test_RMSE': 0.6024483421311846, 'metrics.test_Bx_MAE': 0.23990027606487274, 'metrics.test_MAE_norm': 0.46316387820586885, 'metrics.test_Bz_MAE': 0.30534911155700684, 'metrics.test_Bz_MAEP': 0.07937417924404144, 'metrics.final_val_loss': nan}"
d642ab5b06824b22853e3b8060f58de2,nested,"{'params.activation': 'leaky_ReLU', 'params.n_layers': '6', 'params.hidden_units': '465', 'params.batch_size': '192', 'params.learning rate': '0.0009364294233628421'}","{'metrics.lowest_val_loss': 0.6224450119531093, 'metrics.test_MAPE_norm': 0.09342402943389878, 'metrics.test_By_MAE': 0.2568122446537018, 'metrics.val_loss_RMSE': 2.1856588265436363, 'metrics.test_By_MAEP': 0.097562275826931, 'metrics.train_loss_RMSE': 2.261491474138973, 'metrics.test_Bx_MAEP': 0.09958171099424362, 'metrics.test_RMSE': 0.6170709185664291, 'metrics.test_Bx_MAE': 0.24997739493846893, 'metrics.test_MAE_norm': 0.4983549261693474, 'metrics.test_Bz_MAE': 0.34444954991340637, 'metrics.test_Bz_MAEP': 0.08946068584918976, 'metrics.final_val_loss': nan}"
11aecbee234544c5951647c5e89b6981,nested,"{'params.activation': 'leaky_ReLU', 'params.n_layers': '6', 'params.hidden_units': '254', 'params.batch_size': '192', 'params.learning rate': '0.0006731476586591672'}","{'metrics.lowest_val_loss': 0.6227614628336917, 'metrics.test_MAPE_norm': 0.09495674309541853, 'metrics.test_By_MAE': 0.2635654807090759, 'metrics.val_loss_RMSE': 0.6691780439647627, 'metrics.test_By_MAEP': 0.10028934478759766, 'metrics.train_loss_RMSE': 0.745070944369654, 'metrics.test_Bx_MAEP': 0.10393247753381729, 'metrics.test_RMSE': 0.6227591905948254, 'metrics.test_Bx_MAE': 0.26086708903312683, 'metrics.test_MAE_norm': 0.5057509614409302, 'metrics.test_Bz_MAE': 0.34182754158973694, 'metrics.test_Bz_MAEP': 0.08897975832223892, 'metrics.final_val_loss': nan}"
b22156de1b1f4293a3003f6700b3fab0,nested,"{'params.activation': 'leaky_ReLU', 'params.n_layers': '6', 'params.hidden_units': '477', 'params.batch_size': '192', 'params.learning rate': '0.00041608040834874993'}","{'metrics.lowest_val_loss': 0.5660198987513069, 'metrics.test_MAPE_norm': 0.07848539160524341, 'metrics.test_By_MAE': 0.2152043879032135, 'metrics.val_loss_RMSE': 0.9357207698084901, 'metrics.test_By_MAEP': 0.08162959665060043, 'metrics.train_loss_RMSE': 0.7290172178741524, 'metrics.test_Bx_MAEP': 0.08697684854269028, 'metrics.test_RMSE': 0.5672888937567007, 'metrics.test_Bx_MAE': 0.21898366510868073, 'metrics.test_MAE_norm': 0.41931421357950716, 'metrics.test_Bz_MAE': 0.2836637496948242, 'metrics.test_Bz_MAEP': 0.07360302656888962, 'metrics.final_val_loss': nan}"
9f2081d322554dae8d6c883aae949085,nested,"{'params.activation': 'leaky_ReLU', 'params.n_layers': '6', 'params.hidden_units': '441', 'params.batch_size': '192', 'params.learning rate': '0.0005192316090531142'}","{'metrics.lowest_val_loss': 0.575176117010778, 'metrics.test_MAPE_norm': 0.08062177012078196, 'metrics.test_By_MAE': 0.2268557846546173, 'metrics.val_loss_RMSE': 0.6136016499857716, 'metrics.test_By_MAEP': 0.08619777858257294, 'metrics.train_loss_RMSE': 0.5404486448123119, 'metrics.test_Bx_MAEP': 0.08866015076637268, 'metrics.test_RMSE': 0.5622656105736098, 'metrics.test_Bx_MAE': 0.22321999073028564, 'metrics.test_MAE_norm': 0.43005196803765333, 'metrics.test_Bz_MAE': 0.287286639213562, 'metrics.test_Bz_MAEP': 0.07469827681779861, 'metrics.final_val_loss': nan}"
4a970202c6f44257846a734e830a0f15,nested,"{'params.activation': 'leaky_ReLU', 'params.n_layers': '6', 'params.hidden_units': '456', 'params.batch_size': '192', 'params.learning rate': '0.00047788814803397526'}","{'metrics.lowest_val_loss': 0.5725232957225016, 'metrics.test_MAPE_norm': 0.07918848681578533, 'metrics.test_By_MAE': 0.2186770737171173, 'metrics.val_loss_RMSE': 0.8266648686691611, 'metrics.test_By_MAEP': 0.0830945149064064, 'metrics.train_loss_RMSE': 0.46886810496940934, 'metrics.test_Bx_MAEP': 0.09117217361927032, 'metrics.test_RMSE': 0.5699283833667038, 'metrics.test_Bx_MAE': 0.22970940172672272, 'metrics.test_MAE_norm': 0.42299694787684106, 'metrics.test_Bz_MAE': 0.27783116698265076, 'metrics.test_Bz_MAEP': 0.0720757246017456, 'metrics.final_val_loss': nan}"
40db5a3456b44a669f4669cddf754c65,nested,"{'params.activation': 'leaky_ReLU', 'params.n_layers': '6', 'params.hidden_units': '421', 'params.batch_size': '192', 'params.learning rate': '0.0004988333043477027'}","{'metrics.lowest_val_loss': 0.569481282014374, 'metrics.test_MAPE_norm': 0.07994287654007082, 'metrics.test_By_MAE': 0.22877857089042664, 'metrics.val_loss_RMSE': 0.7453958456482938, 'metrics.test_By_MAEP': 0.08698573708534241, 'metrics.train_loss_RMSE': 0.45170854854774684, 'metrics.test_Bx_MAEP': 0.08724823594093323, 'metrics.test_RMSE': 0.5592128980518891, 'metrics.test_Bx_MAE': 0.21959389746189117, 'metrics.test_MAE_norm': 0.4266777756831629, 'metrics.test_Bz_MAE': 0.2837076187133789, 'metrics.test_Bz_MAEP': 0.0736704170703888, 'metrics.final_val_loss': nan}"
2c9866c8d1a949f4ba9316aa0619a843,nested,"{'params.activation': 'leaky_ReLU', 'params.n_layers': '6', 'params.hidden_units': '440', 'params.batch_size': '192', 'params.learning rate': '0.0004661802327612392'}","{'metrics.lowest_val_loss': 0.5465424753438753, 'metrics.test_MAPE_norm': 0.07619320933552955, 'metrics.test_By_MAE': 0.21044476330280304, 'metrics.val_loss_RMSE': 0.5465424753438753, 'metrics.test_By_MAEP': 0.07991375029087067, 'metrics.train_loss_RMSE': 0.38911048990043223, 'metrics.test_Bx_MAEP': 0.08606338500976562, 'metrics.test_RMSE': 0.528316558967407, 'metrics.test_Bx_MAE': 0.21631655097007751, 'metrics.test_MAE_norm': 0.4067009835363292, 'metrics.test_Bz_MAE': 0.27063849568367004, 'metrics.test_Bz_MAEP': 0.07027101516723633, 'metrics.final_val_loss': nan}"
