,cmdCoilCurrent_1(A),cmdCoilCurrent_2(A),cmdCoilCurrent_3(A),cmdCoilCurrent_4(A),cmdCoilCurrent_5(A),cmdCoilCurrent_6(A),cmdCoilCurrent_7(A),cmdCoilCurrent_8(A),msdCoilCurrent_1(A),msdCoilCurrent_2(A),msdCoilCurrent_3(A),msdCoilCurrent_4(A),msdCoilCurrent_5(A),msdCoilCurrent_6(A),msdCoilCurrent_7(A),msdCoilCurrent_8(A),msdCoilTemp_1(degC),msdCoilTemp_2(degC),msdCoilTemp_3(degC),msdCoilTemp_4(degC),msdCoilTemp_5(degC),msdCoilTemp_6(degC),msdCoilTemp_7(degC),msdCoilTemp_8(degC),Sensor_1_dir_x,Sensor_1_dir_y,Sensor_1_dir_z,Sensor_2_dir_x,Sensor_2_dir_y,Sensor_2_dir_z,Sensor_3_dir_x,Sensor_3_dir_y,Sensor_3_dir_z,Sensor_4_dir_x,Sensor_4_dir_y,Sensor_4_dir_z,Sensor_5_dir_x,Sensor_5_dir_y,Sensor_5_dir_z,Sensor_6_dir_x,Sensor_6_dir_y,Sensor_6_dir_z,Sensor_7_dir_x,Sensor_7_dir_y,Sensor_7_dir_z,Sensor_8_dir_x,Sensor_8_dir_y,Sensor_8_dir_z,Sensor_9_dir_x,Sensor_9_dir_y,Sensor_9_dir_z,Sensor_10_dir_x,Sensor_10_dir_y,Sensor_10_dir_z,Sensor_11_dir_x,Sensor_11_dir_y,Sensor_11_dir_z,Sensor_12_dir_x,Sensor_12_dir_y,Sensor_12_dir_z,Sensor_13_dir_x,Sensor_13_dir_y,Sensor_13_dir_z,Sensor_14_dir_x,Sensor_14_dir_y,Sensor_14_dir_z,Sensor_15_dir_x,Sensor_15_dir_y,Sensor_15_dir_z,Sensor_16_dir_x,Sensor_16_dir_y,Sensor_16_dir_z,sensor_1_X [mT],sensor_1_Y [mT],sensor_1_Z [mT],sensor_2_X [mT],sensor_2_Y [mT],sensor_2_Z [mT],sensor_3_X [mT],sensor_3_Y [mT],sensor_3_Z [mT],sensor_4_X [mT],sensor_4_Y [mT],sensor_4_Z [mT],sensor_5_X [mT],sensor_5_Y [mT],sensor_5_Z [mT],sensor_6_X [mT],sensor_6_Y [mT],sensor_6_Z [mT],sensor_7_X [mT],sensor_7_Y [mT],sensor_7_Z [mT],sensor_8_X [mT],sensor_8_Y [mT],sensor_8_Z [mT],sensor_9_X [mT],sensor_9_Y [mT],sensor_9_Z [mT],sensor_10_X [mT],sensor_10_Y [mT],sensor_10_Z [mT],sensor_11_X [mT],sensor_11_Y [mT],sensor_11_Z [mT],sensor_12_X [mT],sensor_12_Y [mT],sensor_12_Z [mT],sensor_13_X [mT],sensor_13_Y [mT],sensor_13_Z [mT],sensor_14_X [mT],sensor_14_Y [mT],sensor_14_Z [mT],sensor_15_X [mT],sensor_15_Y [mT],sensor_15_Z [mT],sensor_16_X [mT],sensor_16_Y [mT],sensor_16_Z [mT],delta
2024-08-07 16:01:54,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-0.3505482875,0.024237021875,-11.27746913125,0.766173003125,-11.2554805,2.3810839281250002,8.576646840625,8.314422725,18.959045409375,167.177963259375,20.590972896875,40.84033965625,17.138671871875,19.74830628125,16.73240661875,23.75278471875,0.219825946875,0.2202265375,0.039985390625,0.219825946875,0.1802265375,0.039985390625,0.219825946875,0.1402265375,0.039985390625,0.219825946875,0.1002265375,0.039985390625,0.179825946875,0.1002265375,0.039985390625,0.179825946875,0.1402265375,0.039985390625,0.179825946875,0.1802265375,0.039985390625,0.179825946875,0.2202265375,0.039985390625,0.139825946875,0.2202265375,0.039985390625,0.139825946875,0.1802265375,0.039985390625,0.139825946875,0.1402265375,0.039985390625,0.139825946875,0.1002265375,0.039985390625,0.099825946875,0.1002265375,0.039985390625,0.099825946875,0.1402265375,0.039985390625,0.099825946875,0.1802265375,0.039985390625,0.099825946875,0.2202265375,0.039985390625,0.37655,-0.72465,1.7639380000000002,0.56375,-1.55615,2.166545333333333,0.75785,-2.7008000000000005,2.044980666666667,1.06055,-3.44795,1.642212,1.1765,-2.7949,1.8958279999999998,0.53925,-2.2325500000000003,2.031912666666667,0.17644999999999997,-1.3554000000000002,2.019974,0.0807,-0.64905,1.6276113333333333,-0.0006999999999999333,-0.6374500000000001,1.2694513333333335,0.1078999999999999,-1.16325,1.5663046666666667,0.50205,-1.7212000000000003,1.7062613333333332,1.10385,-2.1268499999999997,1.9606033333333333,1.01715,-1.65705,1.918334,0.65595,-1.2626,1.4282033333333335,0.3273999999999999,-0.8987999999999999,1.246784,0.156,-0.559,0.9516246666666667,0 days 00:00:01
2024-08-07 16:01:58,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-0.1638856696969697,-0.02588688787878788,-11.678679772727273,1.9913586696969696,-11.781608793939395,2.5427049272727276,5.8580805151515145,6.280658090909091,17.382072684848485,167.28534120606062,19.483716563636364,39.351769645454546,17.3774488030303,19.749681875757577,16.753965433333335,23.503528945454548,0.06016209090909091,0.21998725757575757,0.04011456969696969,0.06016209090909091,0.17998725757575756,0.04011456969696969,0.06016209090909091,0.13998725757575758,0.04011456969696969,0.06016209090909091,0.09998725757575758,0.04011456969696969,0.020162090909090907,0.09998725757575758,0.04011456969696969,0.020162090909090907,0.13998725757575758,0.04011456969696969,0.020162090909090907,0.17998725757575756,0.04011456969696969,0.020162090909090907,0.21998725757575757,0.04011456969696969,-0.01983790909090909,0.21998725757575757,0.04011456969696969,-0.01983790909090909,0.17998725757575756,0.04011456969696969,-0.01983790909090909,0.13998725757575758,0.04011456969696969,-0.01983790909090909,0.09998725757575758,0.04011456969696969,-0.05983790909090909,0.09998725757575758,0.04011456969696969,-0.05983790909090909,0.13998725757575758,0.04011456969696969,-0.05983790909090909,0.17998725757575756,0.04011456969696969,-0.05983790909090909,0.21998725757575757,0.04011456969696969,0.26280000000000003,-0.52515,0.8515979999999999,0.48375,-0.6939,1.117072,0.7483500000000001,-1.04055,1.525084,0.9813000000000001,-1.53045,1.803142,0.81,-1.29315,1.802658,0.5805,-0.7667999999999999,1.5628360000000001,0.42569999999999997,-0.46814999999999996,1.125784,0.28695000000000004,-0.3888,0.7826280000000001,0.2718,-0.3192,0.725758,0.30989999999999995,-0.41625,1.006478,0.36329999999999996,-0.6319500000000001,1.361008,0.54135,-1.0491,1.53186,0.43589999999999995,-0.7908,1.128204,0.30269999999999997,-0.55935,0.97163,0.2904,-0.40305,0.811184,0.2925,-0.28874999999999995,0.6120180000000001,0 days 00:00:01
2024-08-07 16:02:02,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-0.1589732193548387,-0.022752661290322582,-10.957109551612904,1.7842169709677418,-11.726646348387096,2.5338772258064517,4.603679838709677,4.3626066258064515,20.1774351,167.1603295096774,19.042181196774195,39.24462103548387,17.624984248387097,19.724790506451615,17.158557516129033,22.329613461290325,-0.0997318129032258,0.22024479032258065,0.03978806129032258,-0.0997318129032258,0.18024479032258064,0.03978806129032258,-0.0997318129032258,0.14024479032258064,0.03978806129032258,-0.0997318129032258,0.10024479032258064,0.03978806129032258,-0.1397318129032258,0.10024479032258064,0.03978806129032258,-0.1397318129032258,0.14024479032258064,0.03978806129032258,-0.1397318129032258,0.18024479032258064,0.03978806129032258,-0.1397318129032258,0.22024479032258065,0.03978806129032258,-0.17973181290322582,0.22024479032258065,0.03978806129032258,-0.17973181290322582,0.18024479032258064,0.03978806129032258,-0.17973181290322582,0.14024479032258064,0.03978806129032258,-0.17973181290322582,0.10024479032258064,0.03978806129032258,-0.2197318129032258,0.10024479032258064,0.03978806129032258,-0.2197318129032258,0.14024479032258064,0.03978806129032258,-0.2197318129032258,0.18024479032258064,0.03978806129032258,-0.2197318129032258,0.22024479032258065,0.03978806129032258,0.33155,-0.2936499999999999,0.5910446666666667,0.36775,-0.42615,0.6822786666666666,0.36985,-0.5488,0.7575406666666668,0.44655,-0.64295,0.8081186666666667,0.4355,-0.5309,0.6664680000000001,0.42325000000000007,-0.52255,0.7089793333333333,0.39044999999999996,-0.41039999999999993,0.688974,0.3737,-0.24405,0.6563846666666667,0.2653,-0.20845,0.7418913333333333,0.3099,-0.39324999999999993,0.7919046666666668,0.34205,-0.49920000000000003,0.6801813333333334,0.39785,-0.48485,0.5908833333333333,0.31015,-0.42805,0.5453873333333333,0.2339499999999999,-0.4305999999999999,0.6005633333333334,0.1623999999999999,-0.3368,0.7305173333333334,0.123,-0.157,0.6644513333333334,0 days 00:00:01
2024-08-07 16:02:06,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-0.1506789612903226,0.0010273419354838702,-11.355248122580644,1.4991914129032258,-11.44961795483871,2.5779806677419357,9.410954080645162,8.322382212903225,18.71396957096774,167.0890562064516,19.437925267741935,39.198549335483875,17.52279958387097,19.926994070967744,15.86106823548387,22.07543158387097,-0.10006671935483871,0.05995915483870968,0.039827499999999995,-0.10006671935483871,0.019959154838709678,0.039827499999999995,-0.10006671935483871,-0.020040845161290323,0.039827499999999995,-0.10006671935483871,-0.060040845161290324,0.039827499999999995,-0.14006671935483872,-0.060040845161290324,0.039827499999999995,-0.14006671935483872,-0.020040845161290323,0.039827499999999995,-0.14006671935483872,0.019959154838709678,0.039827499999999995,-0.14006671935483872,0.05995915483870968,0.039827499999999995,-0.1800667193548387,0.05995915483870968,0.039827499999999995,-0.1800667193548387,0.019959154838709678,0.039827499999999995,-0.1800667193548387,-0.020040845161290323,0.039827499999999995,-0.1800667193548387,-0.060040845161290324,0.039827499999999995,-0.2200667193548387,-0.060040845161290324,0.039827499999999995,-0.2200667193548387,-0.020040845161290323,0.039827499999999995,-0.2200667193548387,0.019959154838709678,0.039827499999999995,-0.2200667193548387,0.05995915483870968,0.039827499999999995,0.63255,-0.6684,0.964128,0.8572500000000001,-0.67065,1.144902,1.04385,-0.71655,1.378674,1.1568,-0.7392000000000001,1.572032,0.8835000000000001,-0.58215,1.128688,0.74625,-0.5418,1.0909360000000001,0.6072000000000001,-0.5139,0.898304,0.5172000000000001,-0.52905,0.7499580000000001,0.44279999999999997,-0.4512,0.642268,0.5124,-0.42975,0.7063980000000001,0.5905499999999999,-0.42945,0.798358,0.7281,-0.43635,0.8433700000000001,0.61215,-0.3183,0.664774,0.51945,-0.3306,0.5989500000000001,0.4644,-0.3513,0.575234,0.39075000000000004,-0.35475,0.5297380000000002,0 days 00:00:01
2024-08-07 16:02:10,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-0.1598430322580645,-0.012313032258064517,-11.729728858064515,4.627735390322581,-11.679785135483872,2.576225764516129,10.826551396774194,11.1671955,18.13984532903226,167.16525170967742,19.75392987419355,39.22256961612903,16.79451235483871,20.51785377096774,15.163495461290323,22.136860503225805,0.059907822580645156,0.05994805483870968,0.04002806451612903,0.059907822580645156,0.019948054838709678,0.04002806451612903,0.059907822580645156,-0.02005194516129032,0.04002806451612903,0.059907822580645156,-0.060051945161290324,0.04002806451612903,0.019907822580645163,-0.060051945161290324,0.04002806451612903,0.019907822580645163,-0.02005194516129032,0.04002806451612903,0.019907822580645163,0.019948054838709678,0.04002806451612903,0.019907822580645163,0.05994805483870968,0.04002806451612903,-0.02009217741935484,0.05994805483870968,0.04002806451612903,-0.02009217741935484,0.019948054838709678,0.04002806451612903,-0.02009217741935484,-0.02005194516129032,0.04002806451612903,-0.02009217741935484,-0.060051945161290324,0.04002806451612903,-0.06009217741935484,-0.060051945161290324,0.04002806451612903,-0.06009217741935484,-0.02005194516129032,0.04002806451612903,-0.06009217741935484,0.019948054838709678,0.04002806451612903,-0.06009217741935484,0.05994805483870968,0.04002806451612903,1.16955,-2.06865,2.289884666666667,1.67175,-3.0011500000000004,2.900612,3.2348500000000002,-5.0118,3.546994,7.091550000000001,-6.962949999999999,3.153905333333333,5.1075,-2.8649,3.575308,2.95325,-2.67555,2.7466193333333337,1.6514499999999999,-2.1174,2.1264540000000003,1.0957,-1.75105,1.872838,0.8873000000000001,-1.30345,1.558238,1.3849,-1.39925,1.771198,2.06405,-1.4182,2.283834666666667,2.9408499999999997,-1.21185,3.156083333333333,1.67215,-0.7710499999999999,2.3216673333333335,1.4069500000000001,-0.9026000000000001,1.6718166666666667,1.0914,-0.9238,1.4226373333333333,0.73,-0.876,1.1839446666666666,0 days 00:00:01
2024-08-07 16:02:14,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-0.1842132322580645,-0.04074630967741936,-11.569139770967743,4.402160654838709,-11.769813235483872,2.4285369741935483,6.9427331193548385,7.44123934516129,20.683042464516127,167.02762727741936,19.804726880645163,37.03199817419355,15.655911351612904,20.06324030645161,16.91146358387097,22.54697738709677,0.2197746322580645,0.06001783870967742,0.03989547096774194,0.2197746322580645,0.02001783870967742,0.03989547096774194,0.2197746322580645,-0.01998216129032258,0.03989547096774194,0.2197746322580645,-0.059982161290322585,0.03989547096774194,0.17977463225806453,-0.059982161290322585,0.03989547096774194,0.17977463225806453,-0.01998216129032258,0.03989547096774194,0.17977463225806453,0.02001783870967742,0.03989547096774194,0.17977463225806453,0.06001783870967742,0.03989547096774194,0.13977463225806452,0.06001783870967742,0.03989547096774194,0.13977463225806452,0.02001783870967742,0.03989547096774194,0.13977463225806452,-0.01998216129032258,0.03989547096774194,0.13977463225806452,-0.059982161290322585,0.03989547096774194,0.09977463225806452,-0.059982161290322585,0.03989547096774194,0.09977463225806452,-0.01998216129032258,0.03989547096774194,0.09977463225806452,0.02001783870967742,0.03989547096774194,0.09977463225806452,0.06001783870967742,0.03989547096774194,1.7027999999999999,-4.9434,1.817178,2.6077500000000002,-7.7904,1.818872,2.85885,-13.6638,0.8244940000000001,1.37355,-21.71745,-4.217818,7.01625,-22.38765,-1.186042,5.7105,-12.84405,4.506766,3.6867,-6.28665,4.027364,2.1387,-3.7818000000000005,2.621828,1.78755,-2.6599500000000003,3.1046180000000003,2.77665,-4.78425,5.228168,4.792050000000001,-10.1892,6.918538,8.8611,-19.495350000000002,2.6741,7.8698999999999995,-13.30305,3.605074,3.28695,-7.3146,5.486140000000001,1.7979,-3.63705,4.441184000000001,1.26375,-2.1045,2.7089480000000004,0 days 00:00:01
2024-08-07 16:02:18,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-0.1701564870967742,-0.011134603225806452,-11.613092306451613,4.013492219354839,-11.947248148387096,2.614695051612903,8.612241222580645,10.137262667741936,18.57339181935484,167.17529297096772,19.364092432258065,39.11093434193548,17.19714749354839,21.81298040967742,16.813019783870967,21.926387664516128,0.21997295483870968,-0.10004973548387097,0.03936285483870968,0.21997295483870968,-0.14004973548387095,0.03936285483870968,0.21997295483870968,-0.18004973548387096,0.03936285483870968,0.21997295483870968,-0.22004973548387097,0.03936285483870968,0.17997295483870968,-0.22004973548387097,0.03936285483870968,0.17997295483870968,-0.18004973548387096,0.03936285483870968,0.17997295483870968,-0.14004973548387095,0.03936285483870968,0.17997295483870968,-0.10004973548387097,0.03936285483870968,0.13997295483870967,-0.10004973548387097,0.03936285483870968,0.13997295483870967,-0.14004973548387095,0.03936285483870968,0.13997295483870967,-0.18004973548387096,0.03936285483870968,0.13997295483870967,-0.22004973548387097,0.03936285483870968,0.09997295483870967,-0.22004973548387097,0.03936285483870968,0.09997295483870967,-0.18004973548387096,0.03936285483870968,0.09997295483870967,-0.14004973548387095,0.03936285483870968,0.09997295483870967,-0.10004973548387097,0.03936285483870968,-2.55795,-33.59565,-16.056942,-9.798,-35.2209,-42.955968000000006,-16.3119,-28.9818,-54.343036000000005,-16.924950000000003,9.81555,-56.40027800000001,18.846,8.646600000000001,-55.840532,20.259,-29.20005,-55.69799400000001,13.9602,-35.6349,-41.742096,8.76945,-33.683550000000004,-14.706582000000001,15.7098,-26.679450000000003,-8.414582000000001,28.01415,-32.4315,-26.473832,36.1188,-22.22895,-48.544232,34.78485,5.9094,-55.79673,34.5894,1.27695,-22.188496,34.5747,-12.3111,-18.20445,26.664150000000003,-18.3243,-10.297826,15.7725,-17.05725,-2.501312,0 days 00:00:01
2024-08-07 16:02:22,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-0.070931215625,0.01747525,-11.246461715625,3.2565742625,-12.0518327,2.529078665625,10.21191028125,8.701099475,18.5585022,167.11807251875,19.435119621875,39.289283746875,17.16289520625,20.20111084375,18.104553221875,22.113609309375,0.060245340625,-0.10004424375,0.040184071875,0.060245340625,-0.14004424375,0.040184071875,0.060245340625,-0.18004424375,0.040184071875,0.060245340625,-0.22004424375,0.040184071875,0.020245340625,-0.22004424375,0.040184071875,0.020245340625,-0.18004424375,0.040184071875,0.020245340625,-0.14004424375,0.040184071875,0.020245340625,-0.10004424375,0.040184071875,-0.019754659375,-0.10004424375,0.040184071875,-0.019754659375,-0.14004424375,0.040184071875,-0.019754659375,-0.18004424375,0.040184071875,-0.019754659375,-0.22004424375,0.040184071875,-0.059754659375,-0.22004424375,0.040184071875,-0.059754659375,-0.18004424375,0.040184071875,-0.059754659375,-0.14004424375,0.040184071875,-0.059754659375,-0.10004424375,0.040184071875,13.741549999999998,-8.840649999999998,2.615778,20.37575,-9.65215,0.3483186666666665,24.50685,-7.761800000000001,-3.370979333333333,23.593549999999997,-1.0779500000000002,-6.280868000000001,14.4925,-2.6949,-0.18214533333333335,14.499250000000002,-5.89155,3.7968993333333336,11.575449999999998,-5.0714,6.106547333333334,8.462700000000002,-3.56705,5.306011333333334,4.065300000000001,-1.47945,4.925264666666666,5.3969,-2.86025,5.888424666666668,6.98505,-3.9732,4.755461333333334,8.340850000000001,-2.69885,1.676656666666667,4.7311499999999995,-1.79005,1.763454,3.4589499999999997,-2.3956,2.9237633333333335,2.4474,-1.7118000000000002,3.7877840000000003,1.92,-0.922,3.119944666666667,0 days 00:00:01
2024-08-07 16:02:26,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-0.17437885,-0.017358165625,-11.564217403125,4.7772824781250005,-12.21289705,2.836073815625,8.299463159375,7.240420153125,18.61457825,167.184638965625,19.647598265625,39.2585754375,17.174530021875,20.194244390625,16.897392265625,22.855567934375,-0.099785496875,-0.100028128125,0.03999001875,-0.099785496875,-0.14002812812499998,0.03999001875,-0.099785496875,-0.180028128125,0.03999001875,-0.099785496875,-0.220028128125,0.03999001875,-0.139785496875,-0.220028128125,0.03999001875,-0.139785496875,-0.180028128125,0.03999001875,-0.139785496875,-0.14002812812499998,0.03999001875,-0.139785496875,-0.100028128125,0.03999001875,-0.179785496875,-0.100028128125,0.03999001875,-0.179785496875,-0.14002812812499998,0.03999001875,-0.179785496875,-0.180028128125,0.03999001875,-0.179785496875,-0.220028128125,0.03999001875,-0.21978549687499999,-0.220028128125,0.03999001875,-0.21978549687499999,-0.180028128125,0.03999001875,-0.21978549687499999,-0.14002812812499998,0.03999001875,-0.21978549687499999,-0.100028128125,0.03999001875,1.38555,-0.8229,1.940598,1.7429999999999999,-1.0966500000000001,1.967702,2.4111,-1.2948,1.8033839999999999,3.0423,-1.0167,1.323982,2.15175,-0.59715,1.203708,1.8195,-0.6527999999999999,1.3486660000000001,1.3707,-0.6406499999999999,1.273404,1.1202,-0.6033,1.2412180000000002,0.90105,-0.39869999999999994,0.944768,1.0951500000000003,-0.38025,1.029468,1.2692999999999999,-0.3282,1.175878,1.49085,-0.39659999999999995,1.17007,0.93915,-0.23355,0.970904,0.8532000000000001,-0.2061,0.8687800000000001,0.79215,-0.21255,0.8244940000000001,0.7005,-0.261,0.697928,0 days 00:00:01
2024-08-07 16:02:30,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-0.16504636129032257,0.005257596774193548,-11.735962232258066,1.571332270967742,-11.993051645161291,2.6709288548387096,6.794454180645162,7.493064035483871,18.802175222580647,167.1103200451613,19.48439075483871,37.86168252903226,18.25384323548387,20.332188748387097,17.012073141935485,22.40403697419355,-0.1004164064516129,-0.09999906129032259,0.07965393870967742,-0.1004164064516129,-0.13999906129032258,0.07965393870967742,-0.1004164064516129,-0.1799990612903226,0.07965393870967742,-0.1004164064516129,-0.2199990612903226,0.07965393870967742,-0.1404164064516129,-0.2199990612903226,0.07965393870967742,-0.1404164064516129,-0.1799990612903226,0.07965393870967742,-0.1404164064516129,-0.13999906129032258,0.07965393870967742,-0.1404164064516129,-0.09999906129032259,0.07965393870967742,-0.18041640645161292,-0.09999906129032259,0.07965393870967742,-0.18041640645161292,-0.13999906129032258,0.07965393870967742,-0.18041640645161292,-0.1799990612903226,0.07965393870967742,-0.18041640645161292,-0.2199990612903226,0.07965393870967742,-0.2204164064516129,-0.2199990612903226,0.07965393870967742,-0.2204164064516129,-0.1799990612903226,0.07965393870967742,-0.2204164064516129,-0.13999906129032258,0.07965393870967742,-0.2204164064516129,-0.09999906129032259,0.07965393870967742,2.00355,-0.9926499999999999,1.263804666666667,2.4027499999999997,-1.02315,1.1323986666666668,2.83785,-0.9648,0.9898606666666666,3.10155,-0.6119500000000001,0.6516253333333334,2.1605000000000003,-0.3989,0.6535613333333333,1.9962499999999999,-0.57855,0.8106193333333334,1.6944499999999998,-0.6504,0.8374006666666666,1.4647,-0.6870499999999998,0.8790246666666667,1.1073000000000002,-0.45245,0.7176913333333333,1.2919,-0.45025,0.7193046666666666,1.44005,-0.3642,0.7366480000000001,1.57585,-0.29485,0.6376700000000001,1.12515,-0.20304999999999998,0.6083073333333334,1.03895,-0.24760000000000001,0.5812033333333334,0.9644,-0.2878,0.6256506666666667,0.8489999999999999,-0.321,0.5579713333333333,0 days 00:00:01
